300,338,332,0;0;0;;;;;;;;0
292,348,332,0;0;1;;;;;;;;-1
298,358,332,1;1;0;;;;;;;;1
372,285,332,0;0;0;;;;;;;;0
395,268,332,1;1;0;;;;;;;;1
323,358,332,0;0;1;;;;;;;;-1
391,292,332,0;0;0;;;;;;;;0
347,344,332,0;0;0;;;;;;;;0
357,341,332,1;1;0;;;;;;;;1
374,324,332,0;0;1;;;;;;;;-1
347,361,332,0;0;0;;;;;;;;0
358,365,332,0;0;0;;;;;;;;0
115,157,199,0;0;0;;;;;;;;0
166,118,199,1;1;1;;;;;;;;0
92,186,199,1;1;0;;;;;;;;1
96,192,199,1;1;0;;;;;;;;1
115,184,199,0;0;0;;;;;;;;0
183,117,199,0;0;1;;;;;;;;-1
161,147,199,0;0;0;;;;;;;;0
136,174,199,0;0;0;;;;;;;;0
157,156,199,1;1;0;;;;;;;;1
174,151,199,1;1;1;;;;;;;;0
76,221,199,0;0;0;;;;;;;;0
188,142,199,0;0;0;;;;;;;;0
110,210,199,1;1;0;;;;;;;;1
103,214,199,0;0;1;;;;;;;;-1
163,180,199,1;1;0;;;;;;;;1
193,148,199,1;1;0;;;;;;;;1
124,212,199,0;0;0;;;;;;;;0
168,187,199,0;0;1;;;;;;;;-1
188,175,199,0;0;0;;;;;;;;0
167,200,199,0;0;0;;;;;;;;0
147,217,199,1;1;0;;;;;;;;1
178,198,199,1;1;1;;;;;;;;0
225,145,199,0;0;0;;;;;;;;0
80,258,199,0;0;0;;;;;;;;0
103,253,199,0;0;0;;;;;;;;0
80,276,199,0;0;1;;;;;;;;-1
73,278,199,0;0;0;;;;;;;;0
71,286,199,0;0;0;;;;;;;;0
116,273,199,0;0;0;;;;;;;;0
136,274,199,0;0;1;;;;;;;;-1
169,259,199,0;0;0;;;;;;;;0
89,299,199,1;1;0;;;;;;;;1
102,307,199,0;0;0;;;;;;;;0
156,286,199,0;0;1;;;;;;;;-1
305,124,199,0;0;0;;;;;;;;0
166,287,199,0;0;0;;;;;;;;0
114,318,199,0;0;0;;;;;;;;0
153,305,199,0;0;1;;;;;;;;-1
206,282,199,0;0;0;;;;;;;;0
144,326,199,0;0;0;;;;;;;;0
97,345,199,0;0;0;;;;;;;;0
123,337,199,0;0;1;;;;;;;;-1
131,334,199,0;0;0;;;;;;;;0
158,341,199,0;0;0;;;;;;;;0
350,139,199,0;0;0;;;;;;;;0
107,366,199,1;1;1;;;;;;;;0
125,361,199,0;0;0;;;;;;;;0
141,361,199,1;1;0;;;;;;;;1
155,357,199,0;0;0;;;;;;;;0
365,138,199,0;0;1;;;;;;;;-1
232,317,199,0;0;0;;;;;;;;0
110,379,199,0;0;0;;;;;;;;0
377,126,199,0;0;0;;;;;;;;0
162,365,199,0;0;1;;;;;;;;-1
253,309,199,0;0;0;;;;;;;;0
236,327,199,0;0;0;;;;;;;;0
376,164,199,0;0;0;;;;;;;;0
214,351,199,1;1;1;;;;;;;;0
195,362,199,0;0;0;;;;;;;;0
388,139,199,0;0;0;;;;;;;;0
358,207,199,0;0;0;;;;;;;;0
157,387,199,1;1;1;;;;;;;;0
370,198,199,0;0;0;;;;;;;;0
187,377,199,0;0;0;;;;;;;;0
235,353,199,0;0;0;;;;;;;;0
368,212,199,0;0;1;;;;;;;;-1
215,368,199,0;0;0;;;;;;;;0
376,202,199,0;0;0;;;;;;;;0
395,164,199,0;0;0;;;;;;;;0
388,184,199,0;0;1;;;;;;;;-1
310,302,199,0;0;0;;;;;;;;0
200,392,199,0;0;0;;;;;;;;0
329,295,199,0;0;0;;;;;;;;0
323,308,199,0;0;1;;;;;;;;-1
350,279,199,0;0;0;;;;;;;;0
179,412,199,0;0;0;;;;;;;;0
394,217,199,0;0;0;;;;;;;;0
371,260,199,0;0;1;;;;;;;;-1
174,419,199,1;1;0;;;;;;;;1
347,296,199,0;0;0;;;;;;;;0
392,234,199,0;0;0;;;;;;;;0
380,261,199,0;0;1;;;;;;;;-1
385,267,199,0;0;0;;;;;;;;0
296,364,199,0;0;0;;;;;;;;0
309,358,199,1;1;0;;;;;;;;1
434,189,199,0;0;1;;;;;;;;-1
416,228,199,0;0;0;;;;;;;;0
321,354,199,0;0;0;;;;;;;;0
436,197,199,0;0;0;;;;;;;;0
406,279,199,1;1;1;;;;;;;;0
429,244,199,0;0;0;;;;;;;;0
439,230,199,0;0;0;;;;;;;;0
394,310,199,0;0;0;;;;;;;;0
334,376,199,1;1;1;;;;;;;;0
404,308,199,0;0;0;;;;;;;;0
426,280,199,1;1;0;;;;;;;;1
367,356,199,0;0;0;;;;;;;;0
378,346,199,0;0;1;;;;;;;;-1
417,307,199,1;1;0;;;;;;;;1
362,373,199,0;0;0;;;;;;;;0
374,385,199,1;1;0;;;;;;;;1
395,369,199,1;1;1;;;;;;;;0
363,403,199,1;1;0;;;;;;;;1
424,340,199,1;1;0;;;;;;;;1
371,404,199,0;0;0;;;;;;;;0
408,375,199,1;1;1;;;;;;;;0
437,346,199,0;0;0;;;;;;;;0
375,413,199,0;0;0;;;;;;;;0
384,410,199,0;0;0;;;;;;;;0
401,397,199,0;0;1;;;;;;;;-1
