324,251,290,0;0;0;;;;;;;;0
179,370,290,1;1;0;;;;;;;;1
365,190,290,1;1;0;;;;;;;;1
348,226,290,1;1;1;;;;;;;;0
191,371,290,1;1;0;;;;;;;;1
373,195,290,0;0;0;;;;;;;;0
201,371,290,1;1;0;;;;;;;;1
328,266,290,1;1;1;;;;;;;;0
398,185,290,0;0;0;;;;;;;;0
397,196,290,0;0;0;;;;;;;;0
381,232,290,0;0;0;;;;;;;;0
383,240,290,0;0;1;;;;;;;;-1
389,231,290,0;0;0;;;;;;;;0
345,296,290,0;0;0;;;;;;;;0
374,274,290,0;0;0;;;;;;;;0
352,304,290,0;0;1;;;;;;;;-1
315,346,290,0;0;0;;;;;;;;0
309,353,290,0;0;0;;;;;;;;0
398,262,290,0;0;0;;;;;;;;0
339,336,290,1;1;1;;;;;;;;0
431,209,290,0;0;0;;;;;;;;0
430,218,290,0;0;0;;;;;;;;0
322,360,290,0;0;0;;;;;;;;0
388,296,290,0;0;1;;;;;;;;-1
415,275,290,1;1;0;;;;;;;;1
435,251,290,0;0;0;;;;;;;;0
398,310,290,0;0;0;;;;;;;;0
415,292,290,0;0;1;;;;;;;;-1
444,247,290,0;0;0;;;;;;;;0
355,366,290,1;1;0;;;;;;;;1
377,355,290,0;0;0;;;;;;;;0
365,370,290,1;1;1;;;;;;;;0
400,352,290,0;0;0;;;;;;;;0
386,369,290,1;1;0;;;;;;;;1
101,116,163,0;0;0;;;;;;;;0
101,126,163,0;0;1;;;;;;;;-1
69,150,163,1;1;0;;;;;;;;1
55,165,163,0;0;0;;;;;;;;0
134,136,163,0;0;0;;;;;;;;0
169,92,163,0;0;1;;;;;;;;-1
101,165,163,0;0;0;;;;;;;;0
66,183,163,1;1;0;;;;;;;;1
96,171,163,1;1;0;;;;;;;;1
137,153,163,0;0;1;;;;;;;;-1
146,149,163,0;0;0;;;;;;;;0
56,208,163,1;1;0;;;;;;;;1
118,188,163,0;0;0;;;;;;;;0
86,207,163,0;0;1;;;;;;;;-1
144,174,163,0;0;0;;;;;;;;0
156,168,163,0;0;0;;;;;;;;0
96,211,163,0;0;0;;;;;;;;0
199,125,163,0;0;1;;;;;;;;-1
157,177,163,0;0;0;;;;;;;;0
183,161,163,1;1;0;;;;;;;;1
115,216,163,1;1;0;;;;;;;;1
181,169,163,1;1;1;;;;;;;;0
145,202,163,1;1;0;;;;;;;;1
192,160,163,0;0;0;;;;;;;;0
85,241,163,0;0;0;;;;;;;;0
190,172,163,0;0;1;;;;;;;;-1
170,198,163,0;0;0;;;;;;;;0
154,214,163,0;0;0;;;;;;;;0
167,226,163,0;0;0;;;;;;;;0
63,282,163,1;1;1;;;;;;;;0
54,293,163,1;1;0;;;;;;;;1
127,271,163,0;0;0;;;;;;;;0
92,289,163,1;1;0;;;;;;;;1
177,247,163,0;0;1;;;;;;;;-1
59,304,163,1;1;0;;;;;;;;1
139,279,163,0;0;0;;;;;;;;0
41,314,163,0;0;0;;;;;;;;0
149,281,163,0;0;1;;;;;;;;-1
119,299,163,1;1;0;;;;;;;;1
202,251,163,0;0;0;;;;;;;;0
150,291,163,0;0;0;;;;;;;;0
108,310,163,1;1;1;;;;;;;;0
123,312,163,0;0;0;;;;;;;;0
164,300,163,0;0;0;;;;;;;;0
182,295,163,0;0;0;;;;;;;;0
164,312,163,0;0;1;;;;;;;;-1
220,277,163,0;0;0;;;;;;;;0
68,354,163,0;0;0;;;;;;;;0
175,321,163,1;1;0;;;;;;;;1
126,350,163,0;0;1;;;;;;;;-1
220,302,163,0;0;0;;;;;;;;0
110,358,163,0;0;0;;;;;;;;0
220,310,163,0;0;0;;;;;;;;0
120,362,163,1;1;1;;;;;;;;0
160,350,163,0;0;0;;;;;;;;0
147,369,163,0;0;0;;;;;;;;0
176,357,163,1;1;0;;;;;;;;1
168,361,163,0;0;1;;;;;;;;-1
130,385,163,1;1;0;;;;;;;;1
151,385,163,1;1;0;;;;;;;;1
178,374,163,0;0;0;;;;;;;;0
173,396,163,0;0;1;;;;;;;;-1
309,308,163,0;0;0;;;;;;;;0
316,303,163,0;0;0;;;;;;;;0
418,156,163,1;1;0;;;;;;;;1
361,266,163,0;0;1;;;;;;;;-1
432,155,163,1;1;0;;;;;;;;1
389,249,163,0;0;0;;;;;;;;0
429,175,163,0;0;0;;;;;;;;0
443,140,163,0;0;1;;;;;;;;-1
300,356,163,0;0;0;;;;;;;;
449,132,163,0;0;0;;;;;;;;
326,336,163,0;0;0;;;;;;;;
313,351,163,1;1;1;;;;;;;;
395,262,163,0;0;0;;;;;;;;
357,319,163,0;0;0;;;;;;;;
461,147,163,0;0;0;;;;;;;;
386,297,163,0;0;1;;;;;;;;
355,336,163,0;0;0;;;;;;;;
425,248,163,0;0;0;;;;;;;;
379,317,163,1;1;0;;;;;;;;
455,197,163,0;0;1;;;;;;;;
431,255,163,0;0;0;;;;;;;;
412,285,163,0;0;0;;;;;;;;
457,207,163,0;0;0;;;;;;;;
463,199,163,0;0;1;;;;;;;;
442,243,163,1;1;0;;;;;;;;
457,217,163,1;1;0;;;;;;;;
369,352,163,1;1;0;;;;;;;;
467,215,163,1;1;1;;;;;;;;
438,271,163,0;0;0;;;;;;;;
386,347,163,0;0;0;;;;;;;;
413,320,163,0;0;0;;;;;;;;
437,294,163,1;1;1;;;;;;;;
463,252,163,0;0;0;;;;;;;;
391,354,163,0;0;0;;;;;;;;
345,399,163,0;0;0;;;;;;;;
442,288,163,0;0;1;;;;;;;;
460,262,163,0;0;0;;;;;;;;
476,234,163,0;0;0;;;;;;;;
419,326,163,0;0;0;;;;;;;;
436,308,163,0;0;1;;;;;;;;
397,362,163,0;0;0;;;;;;;;
393,383,163,0;0;0;;;;;;;;
447,323,163,0;0;0;;;;;;;;
377,407,163,0;0;1;;;;;;;;
445,339,163,0;0;;;;;;;;;
385,409,163,0;0;;;;;;;;;
